Date, Ticker, Open, High, Low, Close, Volume, Change, 50 Day MA, 100 Day MA, 200 Day MA,50 Day Support, 100 Day Support, 150 Day Support, 200 Day Support,50 Day Resistance, 100 Day Resistance, 150 Day Resistance, 200 Day Resistance,50 EMA, 100 EMA, 150 EMA, 200 EMA,50 AVG Gain, 100 AVG Gain, 150 AVG Gain, 200 AVG Gain,50 AVG Loss, 100 AVG Loss, 150 AVG Loss, 200 AVG Loss, RSI,
04/18/2022,CIZN,19.00,19.11,19.00,19.10,1300.00,-0.60,18.88,18.49,18.12,17.68,17.68,17.68,17.68,19.10,19.10,19.10,19.10,18.75,18.75,18.75,18.75,0.12,0.12,0.12,0.12,0.00,0.00,0.00,0.00,99.99
04/17/2022,CIZN,19.00,19.11,19.00,19.10,1300.00,-0.60,18.88,18.49,18.12,17.54,17.54,17.54,17.54,19.10,19.10,19.10,19.10,18.12,18.12,18.12,18.12,0.00,0.00,0.00,0.00,-0.63,-0.63,-0.63,-0.63,-0.00
04/16/2022,CIZN,19.00,19.11,19.00,19.10,1300.00,-0.60,18.88,18.49,18.12,17.54,17.54,17.54,17.54,19.10,19.10,19.10,19.10,18.12,18.12,18.12,18.12,0.00,0.00,0.00,0.00,-0.63,-0.63,-0.63,-0.63,-0.00
04/15/2022,CIZN,19.00,19.11,19.00,19.10,1300.00,-0.60,18.88,18.49,18.12,17.54,17.54,17.54,17.54,19.10,19.10,19.10,19.10,18.12,18.12,18.12,18.12,0.00,0.00,0.00,0.00,-0.63,-0.63,-0.63,-0.63,-0.00
04/14/2022,CIZN,20.01,20.01,19.06,19.50,4400.00,-0.40,18.85,18.48,18.12,17.54,17.54,17.54,17.54,19.50,19.50,19.50,19.50,17.83,17.83,17.83,17.83,0.00,0.00,0.00,0.00,-0.29,-0.29,-0.29,-0.29,-0.00
04/13/2022,CIZN,21.75,21.75,19.16,19.86,146100.00,-0.36,18.83,18.46,18.11,17.62,17.62,17.62,17.62,19.86,19.86,19.86,19.86,17.62,17.62,17.62,17.62,0.00,0.00,0.00,0.00,-0.20,-0.20,-0.20,-0.20,-0.00
04/12/2022,CIZN,19.37,19.37,19.16,19.16,1200.00,0.70,18.79,18.45,18.10,17.62,17.62,17.62,17.62,19.16,19.16,19.16,19.16,17.86,17.86,17.86,17.86,0.23,0.23,0.23,0.23,0.00,0.00,0.00,0.00,100.00
04/11/2022,CIZN,19.42,19.50,19.37,19.50,5100.00,-0.34,18.77,18.44,18.09,18.13,18.13,18.13,18.13,19.50,19.50,19.50,19.50,18.26,18.26,18.26,18.26,0.40,0.40,0.40,0.40,0.00,0.00,0.00,0.00,100.00
04/10/2022,CIZN,19.42,19.50,19.37,19.50,5100.00,-0.34,18.77,18.44,18.09,18.12,18.12,18.12,18.12,19.50,19.50,19.50,19.50,18.25,18.25,18.25,18.25,0.00,0.00,0.00,0.00,-0.01,-0.01,-0.01,-0.01,-0.10
04/09/2022,CIZN,19.42,19.50,19.37,19.50,5100.00,-0.34,18.77,18.44,18.09,18.12,18.12,18.12,18.12,19.50,19.50,19.50,19.50,18.25,18.25,18.25,18.25,0.00,0.00,0.00,0.00,-0.01,-0.01,-0.01,-0.01,-0.10
04/08/2022,CIZN,19.41,19.45,19.20,19.42,3300.00,0.08,18.74,18.43,18.09,18.12,18.12,18.12,18.12,19.42,19.42,19.42,19.42,18.25,18.25,18.25,18.25,0.00,0.00,0.00,0.00,-0.01,-0.01,-0.01,-0.01,-0.10
04/07/2022,CIZN,19.25,19.25,19.25,19.25,500.00,0.17,18.71,18.41,18.08,18.17,18.17,18.17,18.17,19.25,19.25,19.25,19.25,18.18,18.18,18.18,18.18,0.00,0.00,0.00,0.00,-0.07,-0.07,-0.07,-0.07,-0.01
04/06/2022,CIZN,19.24,19.25,19.24,19.25,800.00,0.00,18.68,18.40,18.08,18.41,18.41,18.41,18.41,19.25,19.25,19.25,19.25,18.55,18.55,18.55,18.55,0.37,0.37,0.37,0.37,0.00,0.00,0.00,0.00,100.00
04/05/2022,CIZN,19.13,19.48,19.13,19.22,3000.00,0.03,18.66,18.39,18.07,18.27,18.27,18.27,18.27,19.22,19.22,19.22,19.22,18.40,18.40,18.40,18.40,0.00,0.00,0.00,0.00,-0.15,-0.15,-0.15,-0.15,-0.01
04/04/2022,CIZN,18.63,19.48,18.63,19.34,16400.00,-0.12,18.64,18.38,18.07,18.09,18.09,18.09,18.09,19.34,19.34,19.34,19.34,18.23,18.23,18.23,18.23,0.00,0.00,0.00,0.00,-0.17,-0.17,-0.17,-0.17,-0.01
04/03/2022,CIZN,18.63,19.48,18.63,19.34,16400.00,-0.12,18.64,18.38,18.07,17.93,17.93,17.93,17.93,19.34,19.34,19.34,19.34,18.03,18.03,18.03,18.03,0.00,0.00,0.00,0.00,-0.19,-0.19,-0.19,-0.19,-0.01
04/02/2022,CIZN,18.63,19.48,18.63,19.34,16400.00,-0.12,18.64,18.38,18.07,17.93,17.93,17.93,17.93,19.34,19.34,19.34,19.34,18.03,18.03,18.03,18.03,0.00,0.00,0.00,0.00,-0.19,-0.19,-0.19,-0.19,-0.01
04/01/2022,CIZN,18.63,18.63,18.63,18.63,1300.00,0.71,18.61,18.36,18.06,17.93,17.93,17.93,17.93,18.63,18.63,18.63,18.63,18.03,18.03,18.03,18.03,0.00,0.00,0.00,0.00,-0.19,-0.19,-0.19,-0.19,-0.01
03/31/2022,CIZN,18.20,18.61,18.17,18.18,4300.00,0.45,18.60,18.36,18.06,18.18,18.18,18.18,18.18,18.51,18.51,18.51,18.51,18.29,18.29,18.29,18.29,0.26,0.26,0.26,0.26,0.00,0.00,0.00,0.00,100.00
03/30/2022,CIZN,18.17,18.17,18.17,18.17,0.00,0.01,18.60,18.36,18.06,18.17,18.17,18.17,18.17,18.64,18.64,18.64,18.64,18.36,18.36,18.36,18.36,0.07,0.07,0.07,0.07,0.00,0.00,0.00,0.00,99.99
03/29/2022,CIZN,18.75,18.75,18.17,18.17,600.00,0.00,18.60,18.35,18.06,18.17,18.17,18.17,18.17,18.69,18.69,18.69,18.69,18.64,18.64,18.64,18.64,0.28,0.28,0.28,0.28,0.00,0.00,0.00,0.00,100.00
03/28/2022,CIZN,18.91,18.91,18.27,18.33,5000.00,-0.16,18.61,18.35,18.06,18.27,18.27,18.27,18.27,18.56,18.56,18.56,18.56,18.50,18.50,18.50,18.50,0.00,0.00,0.00,0.00,-0.14,-0.14,-0.14,-0.14,-0.01
03/27/2022,CIZN,18.91,18.91,18.27,18.33,5000.00,-0.16,18.61,18.35,18.06,18.27,18.27,18.27,18.27,18.56,18.56,18.56,18.56,18.50,18.50,18.50,18.50,0.00,0.00,0.00,0.00,-0.14,-0.14,-0.14,-0.14,-0.01
03/26/2022,CIZN,18.91,18.91,18.27,18.33,5000.00,-0.16,18.61,18.35,18.06,18.27,18.27,18.27,18.27,18.56,18.56,18.56,18.56,18.50,18.50,18.50,18.50,0.00,0.00,0.00,0.00,-0.14,-0.14,-0.14,-0.14,-0.01
03/25/2022,CIZN,18.84,19.00,18.80,19.00,900.00,-0.67,18.61,18.34,18.06,18.27,18.27,18.27,18.27,19.00,19.00,19.00,19.00,18.50,18.50,18.50,18.50,0.00,0.00,0.00,0.00,-0.14,-0.14,-0.14,-0.14,-0.01
03/24/2022,CIZN,18.32,19.05,18.32,18.75,1000.00,0.25,18.61,18.34,18.06,18.27,18.27,18.27,18.27,18.75,18.75,18.75,18.75,18.36,18.36,18.36,18.36,0.00,0.00,0.00,0.00,-0.13,-0.13,-0.13,-0.13,-0.01
03/23/2022,CIZN,18.78,18.85,18.50,18.82,6600.00,-0.07,18.60,18.33,18.06,17.93,17.93,17.93,17.93,18.82,18.82,18.82,18.82,18.17,18.17,18.17,18.17,0.00,0.00,0.00,0.00,-0.19,-0.19,-0.19,-0.19,-0.01
03/22/2022,CIZN,18.55,18.55,18.51,18.55,9700.00,0.27,18.59,18.32,18.05,18.16,18.16,18.16,18.16,18.55,18.55,18.55,18.55,18.16,18.16,18.16,18.16,0.00,0.00,0.00,0.00,-0.01,-0.01,-0.01,-0.01,-0.10
03/21/2022,CIZN,18.44,18.45,18.16,18.44,500.00,0.11,18.60,18.32,18.05,18.44,18.44,18.44,18.44,18.61,18.61,18.61,18.61,18.61,18.61,18.61,18.61,0.45,0.45,0.45,0.45,0.00,0.00,0.00,0.00,100.00
03/20/2022,CIZN,18.44,18.45,18.16,18.44,500.00,0.11,18.60,18.32,18.06,18.44,18.44,18.44,18.44,18.90,18.90,18.90,18.90,18.52,18.52,18.52,18.52,0.00,0.00,0.00,0.00,-0.09,-0.09,-0.09,-0.09,-0.01
03/19/2022,CIZN,18.44,18.45,18.16,18.44,500.00,0.11,18.60,18.32,18.06,18.44,18.44,18.44,18.44,18.90,18.90,18.90,18.90,18.52,18.52,18.52,18.52,0.00,0.00,0.00,0.00,-0.09,-0.09,-0.09,-0.09,-0.01
03/18/2022,CIZN,18.26,18.63,18.26,18.51,1900.00,-0.07,18.60,18.32,18.05,18.50,18.50,18.50,18.50,18.90,18.90,18.90,18.90,18.52,18.52,18.52,18.52,0.00,0.00,0.00,0.00,-0.09,-0.09,-0.09,-0.09,-0.01
03/17/2022,CIZN,19.10,19.10,18.48,18.51,1900.00,0.00,18.60,18.31,18.06,18.48,18.48,18.48,18.48,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,0.32,0.32,0.32,0.32,0.00,0.00,0.00,0.00,100.00
03/16/2022,CIZN,18.92,19.08,18.90,18.95,2100.00,-0.44,18.61,18.31,18.06,18.50,18.50,18.50,18.50,19.00,19.00,19.00,19.00,18.81,18.81,18.81,18.81,0.00,0.00,0.00,0.00,-0.03,-0.03,-0.03,-0.03,-0.03
03/15/2022,CIZN,18.78,18.78,18.78,18.78,0.00,0.17,18.60,18.30,18.06,18.27,18.27,18.27,18.27,18.78,18.78,18.78,18.78,18.60,18.60,18.60,18.60,0.00,0.00,0.00,0.00,-0.21,-0.21,-0.21,-0.21,-0.00
03/14/2022,CIZN,18.79,18.79,18.77,18.78,800.00,0.00,18.58,18.30,18.05,18.29,18.29,18.29,18.29,18.78,18.78,18.78,18.78,18.44,18.44,18.44,18.44,0.00,0.00,0.00,0.00,-0.16,-0.16,-0.16,-0.16,-0.01
03/13/2022,CIZN,18.79,18.79,18.77,18.78,800.00,0.00,18.58,18.30,18.06,18.16,18.16,18.16,18.16,18.78,18.78,18.78,18.78,18.29,18.29,18.29,18.29,0.00,0.00,0.00,0.00,-0.14,-0.14,-0.14,-0.14,-0.01
03/12/2022,CIZN,18.79,18.79,18.77,18.78,800.00,0.00,18.58,18.30,18.06,18.16,18.16,18.16,18.16,18.78,18.78,18.78,18.78,18.29,18.29,18.29,18.29,0.00,0.00,0.00,0.00,-0.14,-0.14,-0.14,-0.14,-0.01
03/11/2022,CIZN,19.05,19.05,19.05,19.05,1900.00,-0.27,18.57,18.30,18.05,18.16,18.16,18.16,18.16,19.05,19.05,19.05,19.05,18.29,18.29,18.29,18.29,0.00,0.00,0.00,0.00,-0.14,-0.14,-0.14,-0.14,-0.01
03/10/2022,CIZN,18.42,18.42,18.42,18.42,500.00,0.63,18.54,18.29,18.05,18.12,18.12,18.12,18.12,18.81,18.81,18.81,18.81,18.38,18.38,18.38,18.38,0.09,0.09,0.09,0.09,0.00,0.00,0.00,0.00,99.99
03/09/2022,CIZN,18.37,18.42,18.25,18.42,2700.00,0.00,18.53,18.29,18.05,18.12,18.12,18.12,18.12,18.42,18.42,18.42,18.42,18.32,18.32,18.32,18.32,0.00,0.00,0.00,0.00,-0.06,-0.06,-0.06,-0.06,-0.02
03/08/2022,CIZN,18.15,18.37,18.03,18.37,1700.00,0.05,18.52,18.29,18.05,17.78,17.78,17.78,17.78,18.37,18.37,18.37,18.37,18.03,18.03,18.03,18.03,0.00,0.00,0.00,0.00,-0.29,-0.29,-0.29,-0.29,-0.00
03/07/2022,CIZN,18.06,18.07,18.00,18.00,800.00,0.37,18.51,18.29,18.04,17.78,17.78,17.78,17.78,18.02,18.02,18.02,18.02,17.84,17.84,17.84,17.84,0.00,0.00,0.00,0.00,-0.19,-0.19,-0.19,-0.19,-0.01
03/06/2022,CIZN,18.06,18.07,18.00,18.00,800.00,0.37,18.51,18.29,18.04,17.82,17.82,17.82,17.82,18.00,18.00,18.00,18.00,17.82,17.82,17.82,17.82,0.00,0.00,0.00,0.00,-0.02,-0.02,-0.02,-0.02,-0.05
03/05/2022,CIZN,18.06,18.07,18.00,18.00,800.00,0.37,18.51,18.29,18.04,17.82,17.82,17.82,17.82,18.00,18.00,18.00,18.00,17.82,17.82,17.82,17.82,0.00,0.00,0.00,0.00,-0.02,-0.02,-0.02,-0.02,-0.05
03/04/2022,CIZN,18.00,18.27,17.95,18.27,1300.00,-0.27,18.51,18.30,18.04,17.82,17.82,17.82,17.82,18.27,18.27,18.27,18.27,17.82,17.82,17.82,17.82,0.00,0.00,0.00,0.00,-0.02,-0.02,-0.02,-0.02,-0.05
03/03/2022,CIZN,18.00,18.00,17.95,17.98,2000.00,0.29,18.51,18.30,18.04,17.78,17.78,17.78,17.78,18.11,18.11,18.11,18.11,17.85,17.85,17.85,17.85,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,99.97
03/02/2022,CIZN,18.00,18.00,17.95,17.95,1300.00,0.03,18.51,18.31,18.04,17.78,17.78,17.78,17.78,18.22,18.22,18.22,18.22,17.88,17.88,17.88,17.88,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,99.97
03/01/2022,CIZN,18.09,18.10,18.08,18.09,1500.00,-0.14,18.51,18.31,18.04,17.72,17.72,17.72,17.72,18.09,18.09,18.09,18.09,17.78,17.78,17.78,17.78,0.00,0.00,0.00,0.00,-0.10,-0.10,-0.10,-0.10,-0.01
