Date, Ticker, Open, High, Low, Close, Volume, Change, 50 Day MA, 100 Day MA, 200 Day MA,50 Day Support, 100 Day Support, 150 Day Support, 200 Day Support,50 Day Resistance, 100 Day Resistance, 150 Day Resistance, 200 Day Resistance,50 EMA, 100 EMA, 150 EMA, 200 EMA,50 AVG Gain, 100 AVG Gain, 150 AVG Gain, 200 AVG Gain,50 AVG Loss, 100 AVG Loss, 150 AVG Loss, 200 AVG Loss, RSI,
04/16/2022,AHPAU,10.30,10.30,10.30,10.30,5300.00,0.05,10.37,10.25,10.19,10.00,10.00,10.00,25.00,10.30,10.30,10.30,38.22,10.02,10.02,10.02,37.90,0.00,0.00,0.00,0.00,-0.01,-0.01,-0.01,-0.20,-0.10
