Date, Ticker, Open, High, Low, Close, Volume, Change, 50 Day MA, 100 Day MA, 200 Day MA,50 Day Support, 100 Day Support, 150 Day Support, 200 Day Support,50 Day Resistance, 100 Day Resistance, 150 Day Resistance, 200 Day Resistance,50 EMA, 100 EMA, 150 EMA, 200 EMA,50 AVG Gain, 100 AVG Gain, 150 AVG Gain, 200 AVG Gain,50 AVG Loss, 100 AVG Loss, 150 AVG Loss, 200 AVG Loss, RSI,
04/17/2022,CERS,4.97,5.11,4.97,5.04,1290100.00,-0.21,5.53,5.94,6.03,5.04,5.04,5.04,5.04,5.72,5.72,5.72,5.72,5.61,5.61,5.61,5.61,0.00,0.00,0.00,0.00,-0.09,-0.09,-0.09,-0.09,-0.01
