Date, Ticker, Open, High, Low, Close, Volume, Change, 50 Day MA, 100 Day MA, 200 Day MA,50 Day Support, 100 Day Support, 150 Day Support, 200 Day Support,50 Day Resistance, 100 Day Resistance, 150 Day Resistance, 200 Day Resistance,50 EMA, 100 EMA, 150 EMA, 200 EMA,50 AVG Gain, 100 AVG Gain, 150 AVG Gain, 200 AVG Gain,50 AVG Loss, 100 AVG Loss, 150 AVG Loss, 200 AVG Loss, RSI,
04/18/2022,CFVIU,12.04,12.04,12.04,12.04,700.00,0.00,13.59,12.93,11.39,9.96,9.96,9.96,9.96,12.04,12.04,12.04,12.04,9.96,9.96,9.96,9.96,0.00,0.00,0.00,0.00,-0.02,-0.02,-0.02,-0.02,-0.05
04/17/2022,CFVIU,12.04,12.04,12.04,12.04,700.00,0.00,13.59,12.93,11.38,9.94,9.94,9.94,9.94,12.04,12.04,12.04,12.04,9.99,9.99,9.99,9.99,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,99.97
04/16/2022,CFVIU,12.04,12.04,12.04,12.04,700.00,0.00,13.59,12.93,11.38,9.94,9.94,9.94,9.94,12.04,12.04,12.04,12.04,9.99,9.99,9.99,9.99,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,99.97
04/15/2022,CFVIU,12.04,12.04,12.04,12.04,700.00,0.00,13.59,12.93,11.38,9.94,9.94,9.94,9.94,12.04,12.04,12.04,12.04,9.99,9.99,9.99,9.99,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,99.97
04/14/2022,CFVIU,12.08,12.08,12.04,12.04,600.00,0.00,13.60,12.91,11.37,9.93,9.93,9.93,9.93,12.04,12.04,12.04,12.04,9.95,9.95,9.95,9.95,0.00,0.00,0.00,0.00,-0.04,-0.04,-0.04,-0.04,-0.03
04/13/2022,CFVIU,11.97,12.05,11.96,12.04,4000.00,0.00,13.61,12.89,11.36,9.92,9.92,9.92,9.92,12.04,12.04,12.04,12.04,9.99,9.99,9.99,9.99,0.04,0.04,0.04,0.04,0.00,0.00,0.00,0.00,99.98
04/12/2022,CFVIU,12.22,12.23,12.10,12.23,300.00,-0.19,13.61,12.87,11.35,9.96,9.96,9.96,9.96,12.23,12.23,12.23,12.23,9.99,9.99,9.99,9.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00
04/11/2022,CFVIU,11.57,11.57,11.57,11.57,0.00,0.66,13.60,12.84,11.34,9.98,9.98,9.98,9.98,11.57,11.57,11.57,11.57,9.98,9.98,9.98,9.98,0.00,0.00,0.00,0.00,-0.01,-0.01,-0.01,-0.01,-0.10
04/10/2022,CFVIU,11.57,11.57,11.57,11.57,0.00,0.66,13.60,12.84,11.33,9.93,9.93,9.93,9.93,11.57,11.57,11.57,11.57,9.99,9.99,9.99,9.99,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,99.90
04/09/2022,CFVIU,11.57,11.57,11.57,11.57,0.00,0.66,13.60,12.84,11.33,9.93,9.93,9.93,9.93,11.57,11.57,11.57,11.57,9.99,9.99,9.99,9.99,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,99.90
