Date, Ticker, Open, High, Low, Close, Volume, Change, 50 Day MA, 100 Day MA, 200 Day MA,50 Day Support, 100 Day Support, 150 Day Support, 200 Day Support,50 Day Resistance, 100 Day Resistance, 150 Day Resistance, 200 Day Resistance,50 EMA, 100 EMA, 150 EMA, 200 EMA,50 AVG Gain, 100 AVG Gain, 150 AVG Gain, 200 AVG Gain,50 AVG Loss, 100 AVG Loss, 150 AVG Loss, 200 AVG Loss, RSI,
04/16/2022,AGNC,12.55,12.62,12.45,12.54,7764100.00,-0.06,13.55,14.45,15.35,12.54,12.54,12.54,12.54,16.93,16.93,16.93,16.93,16.76,16.76,16.76,16.76,0.00,0.00,0.00,0.00,-0.07,-0.07,-0.07,-0.07,-0.01
